Date,Week No. ,Offer Type,Country,Vendor Name,Brand Name,Device Name,Device Capacity,Price Segmnet ,Tariff Name,Tariff Type,Tariff Segment,Upfront Cost ,Stickee TMC,Corrected TMC,Device Monthly Cost ,Tariff Term,Stickee TCO,Calculated TCO,Calculated TCO TI,Total Disc.,Total Disc. TI,Effective Price ,Effective Price TI,Cash Disc. ,Phone Plan Disc. ,Rate Plan Disc. ,W.Avg TI Disc,TI (Apple),TI (Samsung),TI (Google),Total Comp Offers ,GWP,Gift Card ,Free Susbcription ,PWP,Promotional Code 
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,Essentials 25GB,Data Plan,Premium,50,65,65,-,24,1610,1610,1428,0,182,1610,1247,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,S23,128GB,Mid Segment,All Rounder 125GB,Data Plan,Ultra Premium,30,59,59,-,24,1446,1446,1325,0,121,1446,1203,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 13 Mini,128GB,Mid Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,53,53,-,24,1322,1322,1140,0,182,1322,959,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,No Frills 25GB,Data Plan,Premium,70,46,46,-,24,1174,1174,992,0,182,1174,811,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,Z Flip4,128GB,Premium Segment,No Frills 25GB,Data Plan,Premium,70,48,48,-,24,1222,1222,1101,0,121,1222,979,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,A34,128GB,Entry Premium Segment,All Rounder 5GB,Data Plan,Standard,50,44,44,-,24,1106,1106,985,0,121,1106,863,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,56,56,-,24,1374,1374,1192,0,182,1374,1011,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Essential 120GB,Data Plan,Ultra Premium,0,59,59,-,24,1416,1416,1234,0,182,1416,1053,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,All Rounder 125GB,Data Plan,Ultra Premium,0,53,53,-,24,1272,1272,1161,0,111,1272,1050,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,S22,128GB,Mid Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,64,64,-,24,1566,1566,1445,0,121,1566,1323,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,66,66,-,24,1614,1614,1432,0,182,1614,1251,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,No Frills 25GB,Data Plan,Premium,70,62,62,-,24,1558,1558,1376,0,182,1558,1195,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,All Rounder iPhone 125GB,Data Plan,Ultra Premium,50,79,79,-,24,1946,1946,1764,0,182,1946,1583,0,0,0,182,229,155,53,102,,,102,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Essentials 25GB,Data Plan,Premium,50,67,67,-,24,1658,1658,1476,0,182,1658,1295,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,A34,128GB,Entry Premium Segment,All Rounder 125GB,Data Plan,Ultra Premium,0,51,51,-,24,1224,1224,1103,0,121,1224,981,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iSE (2022),128GB,Entry Premium Segment,No Frills 1GB,Data Plan,Standard,120,36,36,-,24,984,984,802,0,182,984,621,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,20,35,35,-,24,860,860,739,0,121,860,617,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Full Works iPhone,Data Plan,Ultra Premium,30,81,81,-,24,1974,1974,1792,0,182,1974,1611,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iSE (2022),128GB,Entry Premium Segment,Full Works iPhone,Data Plan,Ultra Premium,10,67,67,-,24,1618,1618,1436,0,182,1618,1255,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,S22 Ultra,128GB,Ultra Premium Segment,Full Works,Data Plan,Ultra Premium,30,99,99,-,24,2406,2406,2285,0,121,2406,2163,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,S23,128GB,Mid Segment,Essentials 125GB,Data Plan,Ultra Premium,30,53,53,-,24,1302,1302,1181,0,121,1302,1059,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,All Rounder 25GB,Data Plan,Premium,30,51,51,-,24,1254,1254,1143,0,111,1254,1032,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,50,73,73,-,24,1802,1802,1620,0,182,1802,1439,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,A34,128GB,Entry Premium Segment,All Rounder Unlimited,Unlimited Plan,Unlimited,0,56,56,-,24,1344,1344,1223,0,121,1344,1101,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,Essentials 1GB,Data Plan,Standard,70,27,27,-,24,718,718,607,0,111,718,496,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,20,37,37,-,24,908,908,797,0,111,908,686,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 7,128GB,Mid Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,10,61,61,-,24,1474,1474,1363,0,111,1474,1252,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iSE (2022),128GB,Entry Premium Segment,Essentials 1GB,Data Plan,Standard,100,39,39,-,24,1036,1036,854,0,182,1036,673,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 13 Mini,128GB,Mid Segment,All Round iPhone 5GB,Data Plan,Standard,80,54,54,-,24,1376,1376,1194,0,182,1376,1013,0,0,0,182,229,155,53,102,,,102,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,No Frills 25GB,Data Plan,Premium,50,42,42,-,24,1058,1058,947,0,111,1058,836,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,S22,128GB,Mid Segment,All Rounder 125GB,Data Plan,Ultra Premium,30,69,69,-,24,1686,1686,1565,0,121,1686,1443,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 7,128GB,Mid Segment,Essentials 5GB,Data Plan,Standard,50,46,46,-,24,1154,1154,1043,0,111,1154,932,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,50,79,79,-,24,1946,1946,1764,0,182,1946,1583,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,65,65,-,24,1610,1610,1428,0,182,1610,1247,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,A34,128GB,Entry Premium Segment,No Frills 1GB,Data Plan,Standard,100,32,32,-,24,868,868,747,0,121,868,625,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,S22,128GB,Mid Segment,All Rounder 5GB,Data Plan,Standard,100,60,60,-,24,1540,1540,1419,0,121,1540,1297,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 7,128GB,Mid Segment,All Rounder 25GB,Data Plan,Premium,30,57,57,-,24,1398,1398,1287,0,111,1398,1176,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,S22,128GB,Mid Segment,All Rounder 25GB,Data Plan,Premium,50,67,67,-,24,1658,1658,1537,0,121,1658,1415,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iSE (2022),128GB,Entry Premium Segment,All Rounder iPhone 125GB,Data Plan,Ultra Premium,30,55,55,-,24,1350,1350,1168,0,182,1350,987,0,0,0,182,229,155,53,102,,,102,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,All Round iPhone 5GB,Data Plan,Standard,100,72,72,-,24,1828,1828,1646,0,182,1828,1465,0,0,0,182,229,155,53,102,,,102,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,Z Flip4,128GB,Premium Segment,Essentials 5GB,Data Plan,Standard,100,50,50,-,24,1300,1300,1179,0,121,1300,1057,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,S23,128GB,Mid Segment,Essentials 5GB,Data Plan,Standard,100,48,48,-,24,1252,1252,1131,0,121,1252,1009,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,All Rounder 25GB,Data Plan,Premium,0,37,37,-,24,888,888,777,0,111,888,666,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 7 Pro,128GB,Premium Segment,No Frills 25GB,Data Plan,Premium,90,44,44,-,24,1146,1146,1035,0,111,1146,924,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,All Rounder 125GB,Data Plan,Ultra Premium,0,39,39,-,24,936,936,815,0,121,936,693,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,80,80,-,24,1950,1950,1768,0,182,1950,1587,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,All Rounder 125GB,Data Plan,Ultra Premium,0,41,41,-,24,984,984,873,0,111,984,762,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Full Works iPhone,Data Plan,Ultra Premium,30,77,77,-,24,1878,1878,1696,0,182,1878,1515,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,77,77,-,24,1898,1898,1716,0,182,1898,1535,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,64,64,-,24,1566,1566,1384,0,182,1566,1203,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,Full Works iPhone,Data Plan,Ultra Premium,30,81,81,-,24,1974,1974,1792,0,182,1974,1611,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,Essentials 5GB,Data Plan,Standard,50,40,40,-,24,1010,1010,899,0,111,1010,788,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,A34,128GB,Entry Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,0,45,45,-,24,1080,1080,959,0,121,1080,837,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,0,47,47,-,24,1128,1128,1017,0,111,1128,906,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 7 Pro,128GB,Premium Segment,All Rounder 5GB,Data Plan,Standard,100,50,50,-,24,1300,1300,1189,0,111,1300,1078,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Essentials 25GB,Data Plan,Premium,50,61,61,-,24,1514,1514,1332,0,182,1514,1151,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 13 Mini,128GB,Mid Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,59,59,-,24,1446,1446,1264,0,182,1446,1083,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,S22,128GB,Mid Segment,Essentials 25GB,Data Plan,Premium,50,61,61,-,24,1514,1514,1393,0,121,1514,1271,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,All Rounder iPhone Unlimited,Unlimited Plan,Unlimited,30,70,70,-,24,1710,1710,1528,0,182,1710,1347,0,0,0,182,229,155,53,102,,,102,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,Z Flip4,128GB,Premium Segment,Essentials 25GB,Data Plan,Premium,50,51,51,-,24,1274,1274,1153,0,121,1274,1031,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,Z Flip4,128GB,Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,30,53,53,-,24,1302,1302,1181,0,121,1302,1059,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 13 Mini,128GB,Mid Segment,Essentials 125GB,Data Plan,Ultra Premium,30,55,55,-,24,1350,1350,1168,0,182,1350,987,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 7 Pro,128GB,Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,50,46,46,-,24,1154,1154,1043,0,111,1154,932,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,All Round iPhone 5GB,Data Plan,Standard,100,78,78,-,24,1972,1972,1790,0,182,1972,1609,0,0,0,182,229,155,53,102,,,102,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,All Rounder iPhone 125GB,Data Plan,Ultra Premium,50,67,67,-,24,1658,1658,1476,0,182,1658,1295,0,0,0,182,229,155,53,102,,,102,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iSE (2022),128GB,Entry Premium Segment,Essentials Unlimited,Unlimited Plan,Unlimited,10,54,54,-,24,1306,1306,1124,0,182,1306,943,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,No Frills 5GB,Data Plan,Standard,90,53,53,-,24,1362,1362,1180,0,182,1362,999,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,All Rounder iPhone Unlimited,Unlimited Plan,Unlimited,30,58,58,-,24,1422,1422,1240,0,182,1422,1059,0,0,0,182,229,155,53,102,,,102,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,Essentials 25GB,Data Plan,Premium,50,73,73,-,24,1802,1802,1620,0,182,1802,1439,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 7 Pro,128GB,Premium Segment,Full Works,Data Plan,Ultra Premium,10,63,63,-,24,1522,1522,1411,0,111,1522,1300,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,S22,128GB,Mid Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,71,71,-,24,1734,1734,1613,0,121,1734,1491,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,S22 Ultra,128GB,Ultra Premium Segment,All Rounder 125GB,Data Plan,Ultra Premium,30,87,87,-,24,2118,2118,1997,0,121,2118,1875,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,All Rounder Unlimited,Unlimited Plan,Unlimited,0,58,58,-,24,1392,1392,1281,0,111,1392,1170,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,S23,128GB,Mid Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,51,51,-,24,1274,1274,1153,0,121,1274,1031,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,Essentials 5GB,Data Plan,Standard,80,52,52,-,24,1328,1328,1146,0,182,1328,965,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Full Works iPhone,Data Plan,Ultra Premium,30,65,65,-,24,1590,1590,1408,0,182,1590,1227,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,No Frills 25GB,Data Plan,Premium,170,28,28,-,24,842,842,721,0,121,842,599,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,A34,128GB,Entry Premium Segment,All Rounder 25GB,Data Plan,Premium,30,49,49,-,24,1206,1206,1085,0,121,1206,963,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iSE (2022),128GB,Entry Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,50,46,46,-,24,1154,1154,972,0,182,1154,791,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,Z Flip4,128GB,Premium Segment,All Rounder 125GB,Data Plan,Ultra Premium,30,59,59,-,24,1446,1446,1325,0,121,1446,1203,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,Essentials 5GB,Data Plan,Standard,100,66,66,-,24,1684,1684,1502,0,182,1684,1321,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,61,61,-,24,1514,1514,1332,0,182,1514,1151,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,All Round iPhone 25GB,Data Plan,Premium,50,59,59,-,24,1466,1466,1284,0,182,1466,1103,0,0,0,182,229,155,53,102,,,102,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,S23,128GB,Mid Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,57,57,-,24,1398,1398,1277,0,121,1398,1155,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,79,79,-,24,1926,1926,1744,0,182,1926,1563,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,Essentials 5GB,Data Plan,Standard,50,28,28,-,24,722,722,611,0,111,722,500,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,A34,128GB,Entry Premium Segment,Essentials 1GB,Data Plan,Standard,80,35,35,-,24,920,920,799,0,121,920,677,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,S22,128GB,Mid Segment,No Frills 25GB,Data Plan,Premium,70,58,58,-,24,1462,1462,1341,0,121,1462,1219,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,50,53,53,-,24,1322,1322,1140,0,182,1322,959,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,0,35,35,-,24,840,840,729,0,111,840,618,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Essentials 5GB,Data Plan,Standard,70,56,56,-,24,1414,1414,1232,0,182,1414,1051,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,All Rounder 25GB,Data Plan,Premium,150,37,37,-,24,1038,1038,917,0,121,1038,795,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,76,76,-,24,1854,1854,1672,0,182,1854,1491,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,53,53,-,24,1322,1322,1140,0,182,1322,959,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,52,52,-,24,1278,1278,1096,0,182,1278,915,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,Z Flip4,128GB,Premium Segment,Essential 120GB,Data Plan,Ultra Premium,0,62,62,-,24,1488,1488,1367,0,121,1488,1245,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iSE (2022),128GB,Entry Premium Segment,All Rounder iPhone Unlimited,Unlimited Plan,Unlimited,10,60,60,-,24,1450,1450,1268,0,182,1450,1087,0,0,0,182,229,155,53,102,,,102,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,All Round iPhone 25GB,Data Plan,Premium,50,73,73,-,24,1802,1802,1620,0,182,1802,1439,0,0,0,182,229,155,53,102,,,102,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 7,128GB,Mid Segment,Essentials 25GB,Data Plan,Premium,30,51,51,-,24,1254,1254,1143,0,111,1254,1032,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,70,62,62,-,24,1558,1558,1376,0,182,1558,1195,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,S22 Ultra,128GB,Ultra Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,50,78,78,-,24,1922,1922,1801,0,121,1922,1679,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Essentials 125GB,Data Plan,Ultra Premium,50,61,61,-,24,1514,1514,1332,0,182,1514,1151,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Essentials 25GB,Data Plan,Premium,50,79,79,-,24,1946,1946,1764,0,182,1946,1583,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,20,44,44,-,24,1076,1076,965,0,111,1076,854,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,Essentials 25GB,Data Plan,Premium,50,59,59,-,24,1466,1466,1284,0,182,1466,1103,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,No Frills 25GB,Data Plan,Premium,20,28,28,-,24,692,692,581,0,111,692,470,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,59,59,-,24,1446,1446,1264,0,182,1446,1083,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Google,Pixel 7 Pro,128GB,Premium Segment,All Rounder 125GB,Data Plan,Ultra Premium,30,55,55,-,24,1350,1350,1239,0,111,1350,1128,0,0,0,111,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,70,76,76,-,24,1894,1894,1712,0,182,1894,1531,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,No Frills 125GB,Data Plan,Ultra Premium,70,58,58,-,24,1462,1462,1280,0,182,1462,1099,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,64,64,-,24,1566,1566,1384,0,182,1566,1203,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,73,73,-,24,1802,1802,1620,0,182,1802,1439,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Samsung,Z Flip4,128GB,Premium Segment,All Rounder 25GB,Data Plan,Premium,50,57,57,-,24,1418,1418,1297,0,121,1418,1175,0,0,0,121,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 13 Mini,128GB,Mid Segment,No Frills 125GB,Data Plan,Ultra Premium,50,52,52,-,24,1298,1298,1116,0,182,1298,935,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,Full Works iPhone,Data Plan,Ultra Premium,30,69,69,-,24,1686,1686,1504,0,182,1686,1323,0,0,0,182,229,155,53,0,,,,,
Jul 17 2023,29,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,All Rounder iPhone Unlimited,Unlimited Plan,Unlimited,30,70,70,-,24,1710,1710,1528,0,182,1710,1347,0,0,0,182,229,155,53,102,,,102,,
